CVE-2018-3836;2018-04-24
CVE-2018-6618;2018-05-11
CVE-2017-14475;2018-05-09
CVE-2018-10746;2018-05-04
CVE-2016-9602;2018-04-26
CVE-2018-8869;2018-05-04
CVE-2018-0250;2018-05-02
CVE-2018-3649;2018-05-10
CVE-2018-4931;2018-05-19
CVE-2017-2900;2018-04-24
CVE-2018-11210;2018-05-16
CVE-2014-0950;2018-04-20
CVE-2018-10166;2018-05-03
CVE-2018-0266;2018-04-19
CVE-2017-4952;2018-05-02
CVE-2018-10942;2018-05-10
CVE-2018-9946;2018-05-17
CVE-2017-12081;2018-04-24
CVE-2018-11226;2018-05-17
CVE-2014-6112;2018-04-20
CVE-2018-10374;2018-04-25
CVE-2018-10392;2018-04-26
CVE-2018-10489;2018-05-17
CVE-2017-2601;2018-05-10
CVE-2017-12127;2018-05-14
CVE-2018-0272;2018-04-19
CVE-2018-10294;2018-05-02
CVE-2018-11126;2018-05-15
CVE-2018-10204;2018-04-18
CVE-2018-10554;2018-04-30
CVE-2018-10431;2018-04-26
CVE-2018-10517;2018-04-27
CVE-2018-1008;2018-04-12
CVE-2017-12128;2018-05-14
CVE-2018-0953;2018-05-09
CVE-2018-4936;2018-05-19
CVE-2018-0564;2018-04-20
CVE-2018-1259;2018-05-11
CVE-2018-10286;2018-04-22
CVE-2018-1000165;2018-04-18
CVE-2018-10550;2018-04-30
CVE-2018-0022;2018-04-11
CVE-2018-10731;2018-05-17
CVE-2018-4942;2018-05-19
CVE-2018-5514;2018-05-02
CVE-2018-10773;2018-05-07
CVE-2015-1952;2018-04-16
CVE-2018-10771;2018-05-07
CVE-2018-8833;2018-04-25
CVE-2018-7747;2018-04-20
CVE-2018-11017;2018-05-13
CVE-2018-10573;2018-04-30
CVE-2018-5382;2018-04-16
CVE-2018-1335;2018-04-25
CVE-2018-10252;2018-05-14
CVE-2018-10481;2018-05-17
CVE-2017-15640;2018-04-21
CVE-2017-8315;2018-04-20
CVE-2018-8149;2018-05-09
CVE-2017-14479;2018-05-09
CVE-2018-1000162;2018-04-18
CVE-2017-17540;2018-05-08
CVE-2017-14442;2018-04-24
CVE-2018-1475;2018-04-27
CVE-2018-10747;2018-05-04
CVE-2017-17252;2018-04-24
CVE-2018-10136;2018-04-16
CVE-2013-7202;2018-04-27
CVE-2018-10754;2018-05-05
CVE-2018-5231;2018-05-16
CVE-2018-10255;2018-05-01
CVE-2018-8915;2018-05-10
CVE-2018-9101;2018-04-25
CVE-2018-9118;2018-04-12
CVE-2018-0241;2018-04-19
CVE-2016-8728;2018-04-24
CVE-2018-5226;2018-04-25
CVE-2018-1389;2018-04-30
CVE-2018-10976;2018-05-10
CVE-2017-12712;2018-04-25
CVE-2018-11207;2018-05-16
CVE-2018-10221;2018-04-19
CVE-2018-1000168;2018-05-08
CVE-2018-6254;2018-05-10
CVE-2017-2835;2018-04-24
CVE-2018-0112;2018-04-19
CVE-2018-2422;2018-05-09
CVE-2014-5014;2018-04-25
CVE-2018-8866;2018-05-09
CVE-2018-8938;2018-05-01
CVE-2018-9153;2018-04-16
CVE-2018-4921;2018-05-19
CVE-2018-5516;2018-05-02
CVE-2017-1000079;2017-07-17
CVE-2018-0251;2018-04-19
CVE-2018-0239;2018-04-19
CVE-2018-1291;2018-04-20
CVE-2018-5431;2018-04-17
CVE-2018-7246;2018-04-18
CVE-2018-7669;2018-04-27
CVE-2018-0230;2018-04-19
CVE-2017-17255;2018-04-24
CVE-2018-0328;2018-05-17
CVE-2018-10827;2018-05-09
CVE-2018-10177;2018-04-16
CVE-2018-10973;2018-05-10
CVE-2018-11034;2018-05-14
CVE-2014-6111;2018-04-20
CVE-2018-9941;2018-05-17
CVE-2018-10740;2018-05-04
CVE-2017-12129;2018-05-14
CVE-2017-2812;2018-04-24
CVE-2017-2611;2018-05-08
CVE-2018-0285;2018-05-02
CVE-2018-8117;2018-04-12
CVE-2013-4209;2018-05-01
CVE-2018-8124;2018-05-09
CVE-2018-7761;2018-04-18
CVE-2018-10189;2018-04-17
CVE-2017-12103;2018-04-24
CVE-2017-6293;2018-05-10
CVE-2018-9937;2018-05-17
CVE-2018-10361;2018-04-25
CVE-2018-10504;2018-04-27
CVE-2018-0286;2018-05-02
CVE-2018-0275;2018-04-19
CVE-2018-10207;2018-04-25
