444;3
407;2
502;1
452;3
436;4
488;1
448;13
432;2
800;2
542;3
929;1
652;2
353;10
492;3
1764;1
2351;1
3708;1
4718;1
4693;1
842;1
582;1
592;4
609;3
1132;1
2192;1
761;3
639;3
758;1
2920;1
1164;1
3653;1
568;1
503;3
577;1
685;5
664;2
1130;1
1304;1
3123;1
515;2
581;2
669;1
628;1
808;4
1106;1
858;1
572;2
651;5
2079;1
1350;2
2034;1
993;2
619;1
415;4
1006;1
553;2
545;2
535;3
602;2
606;3
604;2
585;2
607;1
439;5
451;8
445;4
597;3
605;1
574;1
569;1
769;4
1154;1
3334;1
3012;1
1941;1
632;1
1297;1
466;2
462;5
1824;1
1768;1
883;3
404;4
1605;1
1733;2
1572;1
1502;1
1327;1
623;2
1233;1
1398;1
1446;1
1374;1
551;2
530;1
1539;1
1521;1
781;1
598;1
1310;1
1025;1
1127;1
579;1
700;3
734;2
948;2
779;1
695;1
625;3
1195;1
1819;1
3340;1
3425;1
1135;2
1008;1
955;1
956;2
840;5
895;2
841;4
792;3
782;3
708;1
934;1
962;1
744;1
766;2
531;1
686;5
654;3
1877;1
923;3
940;3
746;3
762;2
471;1
773;2
891;2
731;2
839;1
703;4
872;1
870;1
1033;1
889;1
854;1
591;1
1787;1
1065;2
857;2
867;1
750;1
748;2
936;1
1035;1
1028;3
869;1
836;2
866;6
847;3
571;1
2040;1
666;5
849;1
804;1
911;1
798;1
818;2
815;3
799;2
733;2
764;1
797;5
835;1
873;1
892;1
653;5
810;1
816;5
648;5
822;1
821;1
536;2
971;1
765;2
717;1
678;2
730;1
763;1
689;2
707;3
672;2
777;1
957;2
768;1
817;2
693;2
539;2
646;1
784;1
759;2
660;2
716;1
1196;1
721;1
621;1
737;1
706;2
659;1
526;1
645;1
603;2
521;1
520;1
899;1
1122;1
2251;1
642;1
1150;1
1279;1
1275;2
549;1
871;2
3002;1
1111;1
1234;1
460;1
1746;1
682;1
944;1
1217;1
1418;1
2845;1
2805;1
610;1
1804;1
2209;1
1994;1
2273;1
2530;1
4139;1
4165;1
